1,1.069,1545186939,user_group-1,1.063507,,{'Example_Timer': 1.062359741578281}
2,1.348,1545186939,user_group-2,1.341703,,{'Example_Timer': 1.3402834122294585}
3,1.463,1545186939,user_group-1,1.457759,,{'Example_Timer': 1.4562154451325071}
4,1.654,1545186939,user_group-1,1.648392,,{'Example_Timer': 1.6466578807374581}
5,1.663,1545186939,user_group-2,1.657265,,{'Example_Timer': 1.6555506162266966}
6,1.945,1545186940,user_group-2,1.939974,,{'Example_Timer': 1.937961695431224}
7,2.718,1545186940,user_group-1,1.648649,,{'Example_Timer': 1.6469547392574277}
8,2.750,1545186940,user_group-1,1.286093,,{'Example_Timer': 1.2847332540690295}
9,2.823,1545186941,user_group-1,1.168994,,{'Example_Timer': 1.167773697281207}
10,3.001,1545186941,user_group-2,1.652841,,{'Example_Timer': 1.6511241527146683}
11,3.118,1545186941,user_group-2,1.455122,,{'Example_Timer': 1.4536025585653478}
12,3.603,1545186941,user_group-2,1.658091,,{'Example_Timer': 1.656361693847558}
13,3.785,1545186941,user_group-1,1.066415,,{'Example_Timer': 1.0652816425780123}
14,4.482,1545186942,user_group-2,1.363510,,{'Example_Timer': 1.3621301152616803}
15,4.660,1545186942,user_group-1,1.910862,,{'Example_Timer': 1.9092194915425993}
16,4.665,1545186942,user_group-1,1.840917,,{'Example_Timer': 1.8390307051251704}
17,4.794,1545186943,user_group-1,1.008992,,{'Example_Timer': 1.007847077152112}
18,4.934,1545186943,user_group-2,1.932896,,{'Example_Timer': 1.9308828898881758}
19,5.457,1545186943,user_group-2,1.853485,,{'Example_Timer': 1.8515305559634772}
20,5.994,1545186944,user_group-1,1.333737,,{'Example_Timer': 1.332344404350284}
21,6.206,1545186944,user_group-1,1.411436,,{'Example_Timer': 1.4099553359208035}
22,6.299,1545186944,user_group-2,1.817325,,{'Example_Timer': 1.8154471603784395}
23,6.388,1545186944,user_group-1,1.723656,,{'Example_Timer': 1.7218588149176446}
24,6.574,1545186944,user_group-2,1.116926,,{'Example_Timer': 1.1165773147977411}
25,6.765,1545186944,user_group-2,1.831318,,{'Example_Timer': 1.8294091633596365}
26,7.446,1545186945,user_group-1,1.240150,,{'Example_Timer': 1.2388173435756857}
27,7.832,1545186946,user_group-1,1.837839,,{'Example_Timer': 1.8359487966880357}
28,7.883,1545186946,user_group-2,1.583730,,{'Example_Timer': 1.5820720788678675}
29,8.077,1545186946,user_group-2,1.502928,,{'Example_Timer': 1.5028198020677745}
30,8.133,1545186946,user_group-1,1.744323,,{'Example_Timer': 1.7425246257907285}
31,8.325,1545186946,user_group-2,1.559725,,{'Example_Timer': 1.5580887887312316}
32,9.390,1545186947,user_group-1,1.944370,,{'Example_Timer': 1.9423726669530685}
33,9.397,1545186947,user_group-1,1.564987,,{'Example_Timer': 1.563372535364346}
34,9.432,1545186947,user_group-2,1.106229,,{'Example_Timer': 1.1050680835863989}
35,9.485,1545186947,user_group-1,1.352360,,{'Example_Timer': 1.3516366715904988}
36,9.568,1545186947,user_group-2,1.684847,,{'Example_Timer': 1.6830736679936706}
37,9.783,1545186947,user_group-2,1.705422,,{'Example_Timer': 1.7036362028225813}
38,10.480,1545186948,user_group-2,1.048487,,{'Example_Timer': 1.0480120949904912}
39,10.569,1545186948,user_group-1,1.178886,,{'Example_Timer': 1.177640074481893}
40,10.808,1545186949,user_group-1,1.410685,,{'Example_Timer': 1.4092180398016174}
41,10.809,1545186949,user_group-2,1.026314,,{'Example_Timer': 1.0261914051866987}
42,11.003,1545186949,user_group-1,1.517902,,{'Example_Timer': 1.5174734216467276}
43,11.422,1545186949,user_group-2,1.854281,,{'Example_Timer': 1.8523542239028372}
44,12.168,1545186950,user_group-1,1.598793,,{'Example_Timer': 1.5971166731942457}
